delivery_datatype	check_status_sv	data_checked_by_sv	visit_year	platform_code	visit_id	expedition_id	station_name	reported_station_name	sample_project_name_sv	sample_orderer_name_sv	visit_date	sample_time	sample_enddate	sample_endtime	shark_sample_id	sample_latitude_dm	sample_longitude_dm	sample_latitude_dd	sample_longitude_dd	positioning_system_code	water_depth_m	wind_direction_code	wind_speed_ms	air_temperature_degc	air_temperature_wet_degc	air_pressure_hpa	weather_observation_code	cloud_observation_code	wave_observation_code	ice_observation_code	Secchi depth (m)	QFLAG Secchi depth	additional_sampling	visit_comment	sample_depth_m	Pressure CTD (dbar)	QFLAG Pressure CTD	Temperature bottle (C)	QFLAG Temperature bottle	Temperature CTD (C)	QFLAG Temperature CTD	Salinity bottle (o/oo psu)	QFLAG Salinity bottle	Salinity CTD (o/oo psu)	QFLAG Salinity CTD	Conductivity_25 bottle (mS/m)	QFLAG Conductivity_25 bottle	Conductivity CTD (mS/m)	QFLAG Conductivity CTD	Dissolved oxygen O2 bottle (ml/l)	QFLAG Dissolved oxygen O2 bottle	Dissolved oxygen O2 CTD (ml/l)	QFLAG Dissolved oxygen CTD	Hydrogen sulphide H2S (umol/l)	QFLAG Hydrogen sulphide H2S	pH	QFLAG pH	pH Laboratory	QFLAG pH Laboratory	Temperature pH Laboratory (C)	QFLAG Temperature pH Laboratory	Alkalinity (mmol/kg)	QFLAG Alkalinity	Alkalinity_2 (mmol/l)	QFLAG Alkalinity_2	Phosphate PO4-P (umol/l)	QFLAG Phosphate PO4-P	Total phosphorus Tot-P (umol/l)	QFLAG Total phosphorus Tot-P	Nitrite NO2-N (umol/l)	QFLAG Nitrite NO2-N	Nitrate NO3-N (umol/l)	QFLAG Nitrate NO3-N	Nitrite+Nitrate NO2+NO3-N (umol/l)	QFLAG Nitrite+Nitrate NO2+NO3-N	Ammonium NH4-N (umol/l)	QFLAG Ammonium NH4-N	Total Nitrogen Tot-N (umol/l)	QFLAG Total Nitrogen Tot-N	Silicate SiO3-Si (umol/l)	QFLAG Silicate SiO3-Si	Humus (ug/l)	QFLAG Humus	Chlorophyll-a bottle (ug/l)	QFLAG Chlorophyll-a bottle	Dissovled organic carbon DOC (umol/l)	QFLAG Dissovled organic carbon DOC	Particulate organic carbon POC (umol/l)	QFLAG Particulate organic carbon POC	Total organic carbon TOC (mg/l)	QFLAG Total organic carbon TOC	Particulate organic nitrogen PON (umol/l)	QFLAG Particulate organic nitrogen PON	Current direction (deca degrees)	QFLAG Current direction	Current velocity (cm/s)	QFLAG Current velocity	Lignin (mg/l)	QFLAG Lignin	Yellow substance (1/l)	QFLAG Yellow substance	Aluminium (ug/l)	QFLAG Aluminium	Urea (umol/l)	QFLAG Urea	Colored dissolved organic matter CDOM (1/m)	QFLAG Colored dissolved organic matter CDOM	sample_comment	location_water_category	location_water_district	location_svar_sea_area_name	location_svar_sea_area_code	location_type_area	location_sea_basin	location_helcom_ospar_area	location_economic_zone	location_county	location_municipality	station_viss_eu_id	reporting_institute_name_sv	data_holding_centre	internet_access	dataset_name	dataset_file_name
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0618		SLÄGGÖ	SLÄGGÖ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-11	08:20			SHARK-HYD+2016+34AR+0618+40+40	58 15.59	11 26.13	58.25983	11.43550		71	35	2.5	6.7		1002	2	7	2	0	7			ZOOPLANKTONPROVTAGNING ÅT UMEÅ	40			8.98		8.99				33.82						5.63		5.5														0.62		0.95		0.49		4.94		5.43		0.20	<	14.7		5.8				0.2	<																								2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0618		SLÄGGÖ	SLÄGGÖ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-11	08:20			SHARK-HYD+2016+34AR+0618+50+50	58 15.59	11 26.13	58.25983	11.43550		71	35	2.5	6.7		1002	2	7	2	0	7			ZOOPLANKTONPROVTAGNING ÅT UMEÅ	50					8.40				34.49						4.33		4.2														1.21		1.39		0.33		11.20		11.53		0.20	<	18.1		14.2				0.2	<																								2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0618		SLÄGGÖ	SLÄGGÖ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-11	08:20			SHARK-HYD+2016+34AR+0618+70+70	58 15.59	11 26.13	58.25983	11.43550		71	35	2.5	6.7		1002	2	7	2	0	7			ZOOPLANKTONPROVTAGNING ÅT UMEÅ	70			8.41				34.733								4.22																1.36		1.61		0.29		12.00		12.29		0.44		20.2		15.9																													2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0611		ANHOLT E	ANHOLT E	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-10	12:50			SHARK-HYD+2016+34AR+0611+0+0	56 40.12	12 06.68	56.66867	12.11133		62	27	10	7.7		1009	2	8	4	0				INGEN ZOOPLANKTONHÅV. STARK STRÖM	0					6.30				26.81						7.24		7.2				8.12		7.910		24.7		2.162				0.21		0.78		0.08		1.29		1.37		0.20	<	15.6		1.5		4.6		1.7																									4 - Utsjövatten					S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser	SE628823-127388	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0611		ANHOLT E	ANHOLT E	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-10	12:50			SHARK-HYD+2016+34AR+0611+5+5	56 40.12	12 06.68	56.66867	12.11133		62	27	10	7.7		1009	2	8	4	0				INGEN ZOOPLANKTONHÅV. STARK STRÖM	5			6.28		6.30				26.84						7.22		7.2				8.11		7.897		25.0		2.163				0.22		0.80		0.07		1.36		1.43		0.20	<	16.8		1.5		4.7		5.9																									4 - Utsjövatten					S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser	SE628823-127388	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0611		ANHOLT E	ANHOLT E	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-10	12:50			SHARK-HYD+2016+34AR+0611+10+10	56 40.12	12 06.68	56.66867	12.11133		62	27	10	7.7		1009	2	8	4	0				INGEN ZOOPLANKTONHÅV. STARK STRÖM	10					6.30				27.09						7.20		7.2				8.11		7.898		25.2		2.176				0.23		0.79		0.08		1.59		1.67		0.20	<	16.8		1.6		4.7		6.4																									4 - Utsjövatten					S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser	SE628823-127388	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0611		ANHOLT E	ANHOLT E	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-10	12:50			SHARK-HYD+2016+34AR+0611+15+15	56 40.12	12 06.68	56.66867	12.11133		62	27	10	7.7		1009	2	8	4	0				INGEN ZOOPLANKTONHÅV. STARK STRÖM	15			6.27		6.27				27.33						7.18		7.1				8.11		7.898		25.2		2.179				0.21		0.82		0.09		1.50		1.59		0.20	<	17.7		1.4		4.2		6.9																									4 - Utsjövatten					S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser	SE628823-127388	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0611		ANHOLT E	ANHOLT E	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-10	12:50			SHARK-HYD+2016+34AR+0611+20+20	56 40.12	12 06.68	56.66867	12.11133		62	27	10	7.7		1009	2	8	4	0				INGEN ZOOPLANKTONHÅV. STARK STRÖM	20					7.05				30.23						6.20		6.3				8.07		7.870		24.9		2.263				0.49		0.96		0.16		4.66		4.82		0.20	<	16.1		4.3		3.6		7.7																									4 - Utsjövatten					S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser	SE628823-127388	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0611		ANHOLT E	ANHOLT E	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-10	12:50			SHARK-HYD+2016+34AR+0611+25+25	56 40.12	12 06.68	56.66867	12.11133		62	27	10	7.7		1009	2	8	4	0				INGEN ZOOPLANKTONHÅV. STARK STRÖM	25			7.60		7.60				31.75						6.02		5.9				8.06		7.864		24.8		2.281				0.55		1.02		0.17		5.45		5.62		0.20	<	16.4		5.4		3.5		3.4																									4 - Utsjövatten					S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser	SE628823-127388	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0611		ANHOLT E	ANHOLT E	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-10	12:50			SHARK-HYD+2016+34AR+0611+30+30	56 40.12	12 06.68	56.66867	12.11133		62	27	10	7.7		1009	2	8	4	0				INGEN ZOOPLANKTONHÅV. STARK STRÖM	30					7.77				32.20						5.89		5.8				8.05		7.859		24.8		2.282				0.59		0.99		0.21		5.60		5.81		0.20	<	15.6		6.0		3.5		3.1																									4 - Utsjövatten					S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser	SE628823-127388	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0611		ANHOLT E	ANHOLT E	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-10	12:50			SHARK-HYD+2016+34AR+0611+40+40	56 40.12	12 06.68	56.66867	12.11133		62	27	10	7.7		1009	2	8	4	0				INGEN ZOOPLANKTONHÅV. STARK STRÖM	40			8.34		8.34				33.05						5.38		5.3				8.01		7.817		25.1		2.294				0.74		1.09		0.20		7.41		7.61		0.20	<	17.6		8.8		3.5		2.1																									4 - Utsjövatten					S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser	SE628823-127388	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0611		ANHOLT E	ANHOLT E	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-10	12:50			SHARK-HYD+2016+34AR+0611+50+50	56 40.12	12 06.68	56.66867	12.11133		62	27	10	7.7		1009	2	8	4	0				INGEN ZOOPLANKTONHÅV. STARK STRÖM	50					8.67				33.89						4.66		4.5				7.96		7.774		24.8		2.308				0.97		1.33		0.17		9.64		9.81		0.20	<	18.8		13.5		2.9																											4 - Utsjövatten					S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser	SE628823-127388	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	34AR	0611		ANHOLT E	ANHOLT E	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-10	12:50			SHARK-HYD+2016+34AR+0611+61+61	56 40.12	12 06.68	56.66867	12.11133		62	27	10	7.7		1009	2	8	4	0				INGEN ZOOPLANKTONHÅV. STARK STRÖM	61			8.71				34.137								4.40								7.753		24.9		2.310				1.07		1.41		0.17		10.58		10.75		0.20	<	19.3		14.8		2.8																											4 - Utsjövatten					S Kattegatt	OSPAR/HELCOM	Svensk ekonomisk zon	Utanför gränser	Utanför gränser	SE628823-127388	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77SN	0198		SLÄGGÖ	SLÄGGÖ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-06	08:10			SHARK-HYD+2016+77SN+0198+0+0	58 15.50	11 26.00	58.25833	11.43333		76	3	4	2		1026	1	3	2	0				SLANG 0-10M	0			5.58		5.66		30.475		30.50						6.81																0.50		0.72		0.25		4.07		4.32		1.14		14.8		6.3				0.3																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77SN	0198		SLÄGGÖ	SLÄGGÖ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-06	08:10			SHARK-HYD+2016+77SN+0198+5+5	58 15.50	11 26.00	58.25833	11.43333		76	3	4	2		1026	1	3	2	0				SLANG 0-10M	5			7.64		7.53		32.306		32.34						6.00																0.55		0.76		0.30		5.06		5.36		0.68		13.7		5.3				0.2																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77SN	0198		SLÄGGÖ	SLÄGGÖ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-06	08:10			SHARK-HYD+2016+77SN+0198+10+10	58 15.50	11 26.00	58.25833	11.43333		76	3	4	2		1026	1	3	2	0				SLANG 0-10M	10			8.80		8.76		33.400		33.35						5.96																0.48		0.59		0.38		2.83		3.21		0.80		12.5		3.5				0.3																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77SN	0198		SLÄGGÖ	SLÄGGÖ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-06	08:10			SHARK-HYD+2016+77SN+0198+15+15	58 15.50	11 26.00	58.25833	11.43333		76	3	4	2		1026	1	3	2	0				SLANG 0-10M	15			9.07		9.08		33.561		33.55						6.02																0.44		0.62		0.45		2.30		2.75		0.83		11.2		3.3				0.3																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77SN	0198		SLÄGGÖ	SLÄGGÖ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-06	08:10			SHARK-HYD+2016+77SN+0198+20+20	58 15.50	11 26.00	58.25833	11.43333		76	3	4	2		1026	1	3	2	0				SLANG 0-10M	20			9.23		9.18		33.693		33.63						5.99																0.43		0.66		0.48		2.14		2.62		0.82		11.2		3.3				0.3																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77SN	0198		SLÄGGÖ	SLÄGGÖ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-06	08:10			SHARK-HYD+2016+77SN+0198+30+30	58 15.50	11 26.00	58.25833	11.43333		76	3	4	2		1026	1	3	2	0				SLANG 0-10M	30			9.32		9.34		33.750		33.74						6.01																0.42		0.62		0.49		2.12		2.61		0.77		10.7		3.2				0.4																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77SN	0198		SLÄGGÖ	SLÄGGÖ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-06	08:10			SHARK-HYD+2016+77SN+0198+40+40	58 15.50	11 26.00	58.25833	11.43333		76	3	4	2		1026	1	3	2	0				SLANG 0-10M	40			9.39		9.35		33.846		33.82						5.89																0.47		0.61		0.50		2.56		3.06		0.80		11.1		3.9				0.4																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77SN	0198		SLÄGGÖ	SLÄGGÖ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-06	08:10			SHARK-HYD+2016+77SN+0198+50+50	58 15.50	11 26.00	58.25833	11.43333		76	3	4	2		1026	1	3	2	0				SLANG 0-10M	50			8.20		8.23		34.275		34.16						4.70																1.06		1.09		0.17		10.71		10.88		0.20	<	17.6		11.9				0.3																									2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
Physical and Chemical	Klar	Leverantör och Datavärd	2016	77SN	0198		SLÄGGÖ	SLÄGGÖ	NAT Nationell BasVerksamhet, NAT Nationell miljöövervakning	Havs- och vattenmyndigheten, Sveriges meteorologiska och hydrologiska institut 	2016-12-06	08:10			SHARK-HYD+2016+77SN+0198+75+75	58 15.50	11 26.00	58.25833	11.43333		76	3	4	2		1026	1	3	2	0				SLANG 0-10M	75			8.39				34.757								3.98																1.32		1.36		0.28		11.87		12.15		0.85		20.0		16.3																													2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Gullmarn centralbassäng	581700-113000	02 - Västkustens fjordar	Skagerrak	OSPAR	Svensk ekonomisk zon	Västra Götalands län	Lysekil	SE646775-124345	Sveriges meteorologiska och hydrologiska institut 	Swedish Meteorological and Hydrological Institute (SMHI)	http://sharkweb.smhi.se, http://sharkdata.se	SHARK_PhysicalChemical_2016_BAS_SMHI	SHARK_PhysicalChemical_2016_BAS_SMHI_version_2018-05-21.zip
